"","filename","species","current","cc","cn","gf","he","mp"
"535","Sorocephalus capitatus_total_curr_2010.csv","Sorocephalus capitatus",252000,252000,252000,252000,252000,252000
"536","Sorocephalus capitatus_total_curr_2040.csv","Sorocephalus capitatus",252000,252000,252000,252000,252000,252000
"537","Sorocephalus capitatus_total_curr_2070.csv","Sorocephalus capitatus",252000,252000,252000,252000,252000,252000
"538","Spatalla barbigera_total_curr_2010.csv","Spatalla barbigera",252000,252000,252000,252000,252000,252000
"539","Spatalla barbigera_total_curr_2040.csv","Spatalla barbigera",252000,252000,252000,252000,252000,252000
"540","Spatalla barbigera_total_curr_2070.csv","Spatalla barbigera",252000,252000,252000,252000,252000,252000
"541","Spatalla caudata_total_curr_2010.csv","Spatalla caudata",252000,252000,252000,252000,252000,252000
"542","Spatalla caudata_total_curr_2040.csv","Spatalla caudata",252000,252000,252000,252000,252000,252000
"543","Spatalla caudata_total_curr_2070.csv","Spatalla caudata",252000,252000,252000,252000,252000,252000
"544","Spatalla colorata_total_curr_2010.csv","Spatalla colorata",252000,252000,252000,252000,252000,252000
"545","Spatalla colorata_total_curr_2040.csv","Spatalla colorata",252000,252000,252000,252000,252000,252000
"546","Spatalla colorata_total_curr_2070.csv","Spatalla colorata",252000,252000,252000,252000,252000,252000
"547","Spatalla curvifolia_total_curr_2010.csv","Spatalla curvifolia",252000,252000,252000,252000,252000,252000
"548","Spatalla curvifolia_total_curr_2040.csv","Spatalla curvifolia",252000,252000,252000,252000,252000,252000
"549","Spatalla curvifolia_total_curr_2070.csv","Spatalla curvifolia",252000,252000,252000,252000,252000,252000
"550","Spatalla longifolia_total_curr_2010.csv","Spatalla longifolia",252000,252000,252000,252000,252000,252000
"551","Spatalla longifolia_total_curr_2040.csv","Spatalla longifolia",252000,252000,252000,252000,252000,252000
"552","Spatalla longifolia_total_curr_2070.csv","Spatalla longifolia",252000,252000,252000,252000,252000,252000
"553","Spatalla mollis_total_curr_2010.csv","Spatalla mollis",252000,252000,252000,252000,252000,252000
"554","Spatalla mollis_total_curr_2040.csv","Spatalla mollis",252000,252000,252000,252000,252000,252000
"555","Spatalla mollis_total_curr_2070.csv","Spatalla mollis",252000,252000,252000,252000,252000,252000
"556","Spatalla prolifera_total_curr_2010.csv","Spatalla prolifera",252000,252000,252000,252000,252000,252000
"557","Spatalla prolifera_total_curr_2040.csv","Spatalla prolifera",252000,252000,252000,252000,252000,252000
"558","Spatalla prolifera_total_curr_2070.csv","Spatalla prolifera",252000,252000,252000,252000,252000,252000
"559","Spatalla propinqua_total_curr_2010.csv","Spatalla propinqua",252000,252000,252000,252000,252000,252000
"560","Spatalla propinqua_total_curr_2040.csv","Spatalla propinqua",252000,252000,252000,252000,252000,252000
"561","Spatalla propinqua_total_curr_2070.csv","Spatalla propinqua",252000,252000,252000,252000,252000,252000
"562","Spatalla racemosa_total_curr_2010.csv","Spatalla racemosa",252000,252000,252000,252000,252000,252000
"563","Spatalla racemosa_total_curr_2040.csv","Spatalla racemosa",252000,252000,252000,252000,252000,252000
"564","Spatalla racemosa_total_curr_2070.csv","Spatalla racemosa",252000,252000,252000,252000,252000,252000
"565","Spatalla setacea_total_curr_2010.csv","Spatalla setacea",252000,252000,252000,252000,252000,252000
"566","Spatalla setacea_total_curr_2040.csv","Spatalla setacea",252000,252000,252000,252000,252000,252000
"567","Spatalla setacea_total_curr_2070.csv","Spatalla setacea",252000,252000,252000,252000,252000,252000
"568","Spatalla squamata_total_curr_2010.csv","Spatalla squamata",252000,252000,252000,252000,252000,252000
"569","Spatalla squamata_total_curr_2040.csv","Spatalla squamata",252000,252000,252000,252000,252000,252000
"570","Spatalla squamata_total_curr_2070.csv","Spatalla squamata",252000,252000,252000,252000,252000,252000
"571","Spatalla tulbaghensis_total_curr_2010.csv","Spatalla tulbaghensis",252000,252000,252000,252000,252000,252000
"572","Spatalla tulbaghensis_total_curr_2040.csv","Spatalla tulbaghensis",252000,252000,252000,252000,252000,252000
"573","Spatalla tulbaghensis_total_curr_2070.csv","Spatalla tulbaghensis",252000,252000,252000,252000,252000,252000
